4.133081	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.136368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.137683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133081	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133081	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.134396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133081	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.137026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.134725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.135054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.135054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.136697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.135711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.135054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.133410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.136697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.135711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.130781	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.129466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.136040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.131438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.132753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.138998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.128480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
